T,P_calc
0.00012353606987323916,0.9999995735994905
0.00012641609285058756,0.9999995646760126
0.0001293632584232813,0.9999995556418162
0.00013237913190109228,0.9999995464963713
0.0001354653150861959,0.9999995372391485
0.0001386234471239265,0.9999995278696178
0.00014185520537336578,0.9999995183872497
0.00014516230629822908,0.9999995087915142
0.00014854650637851954,0.9999994990818819
0.00015200960304343652,0.999999489257823
0.000155553435626033,0.9999994793188077
0.00015917988634012932,0.9999994692643063
0.0001628908812800014,0.9999994590937891
0.0001666883914433756,0.9999994488067264
0.0001705744337782723,0.9999994384025885
0.00017455107225425505,0.9999994278808456
0.0001786204189586539,0.9999994172409681
0.0001827846352183453,0.9999994064824262
0.00018704593274768426,0.9999993956046902
0.00019140657482319832,0.9999993846072305
0.00019586887748566773,0.9999993734895172
0.00020043521077022983,0.9999993622510206
0.00020510799996516094,0.9999993508912112
0.00020988972690000492,0.999999339409559
0.00021478293126373172,0.9999993278055344
0.00021979021195362667,0.9999993160786077
0.00022491422845562678,0.9999993042282492
0.00023015770225683687,0.9999992922539293
0.00023552341829097623,0.9999992801551181
0.0002410142264175231,0.9999992679312858
0.000246633042935343,0.999999255581903
0.0002523828521316044,0.9999992431064397
0.0002582667078668045,0.9999992305043663
0.0002642877351967475,0.9999992177751531
0.0002704491320323359,0.9999992049182704
0.000276754170838057,0.9999991919331884
0.00028320620037006715,0.9999991788193775
0.00028980864745479514,0.9999991655763079
0.00029656501880901185,0.9999991522034498
0.0003034789029023307,0.9999991387002738
0.0003105539718631292,0.9999991250662498
0.000317793983428904,0.9999991113008483
0.0003252027829420944,0.9999990974035395
0.00033278430539243555,0.9999990833737938
0.0003405425775069247,0.9999990692110815
0.0003484817198885122,0.9999990549148727
0.0003566059492046515,0.9999990404846378
0.00036491958042687156,0.9999990259198472
0.0003734270291225613,0.9999990112199709
0.00038213281380018195,0.999998996124704
0.0003910415583091549,0.999998974641393
0.00040015799429569786,0.9999989443564703
0.000409486963715915,0.999998905392894
0.0004190334214074748,0.9999988578736225
0.00042880243772124265,0.999998801921614
0.00043879920121426435,0.9999987376598273
0.0004490290214055327,0.999998665211221
0.00045949733159599904,0.9999985846987542
0.000470209691754329,0.9999984962453862
0.00048117179146993377,0.999998399974076
0.0004923894529748468,0.9999982960077832
0.0005038686342360499,0.9999981844694672
0.0005156154321198907,0.9999980654820878
0.000527636085630274,0.9999979391686047
0.0005399369792223449,0.9999978056519778
0.000552524646193425,0.9999976650551671
0.0005654057721530025,0.9999975175011325
0.0005785871985736175,0.9999973631128343
0.0005920759264245317,0.9999972020132326
0.0006058791198901097,0.9999970343252876
0.0006200041101748875,0.9999968601719598
0.0006344583993973498,0.9999966796762093
0.000649249664574484,0.9999964929609966
0.0006643857616992258,0.9999963001492821
0.000679874729912965,0.9999961013640262
0.0006957247957753244,0.9999958967281892
0.000711944377633481,0.9999956863647318
0.0007285420900933508,0.9999954703966142
0.0007455267485950115,0.9999952489467968
0.0007629073740947919,0.9999950221382402
0.0007806931978565164,0.9999947900939046
0.0007988936663544495,0.9999945529367504
0.0008175184462905427,0.9999943107897379
0.0008365774297286498,0.9999940637758273
0.000856080739348438,0.9999938120179791
0.0008760387338217832,0.999993555639153
0.0008964620133145078,0.9999932947623095
0.0009173614251163808,0.9999930295104085
0.0009387480694023712,0.9999927600064098
0.000960633305128216,0.9999924863732734
0.0009830287560634316,0.9999922087339592
0.0010059463169649718,0.999991919749165
0.0010293981598948213,0.9999914637906823
0.0010533967406848635,0.9999907790918673
0.001077954805552471,0.9999898661193177
0.0011030853978703243,0.999988725339786
0.001128801865094058,0.9999873572201785
0.0011551178658514112,0.9999857622275542
0.0011820473771966507,0.9999839408291239
0.0012096047020341166,0.9999818934922488
0.0012378044767148357,0.9999796206844396
0.0012666616788102349,0.9999771228733558
